889139b8e9c4cb36,,16
9429b4d59c537af5,,16
7392c0032f92d816,,16
e80f8e518b300dfe,,16
0e691eda369f4e09,,16
0fa6dceead7ce47a,,16
b136b1b180ca753a,,16
6d5300b2d8f37e07,,16
f5a92cff83897d48,,15
96a38e7c813d8f1d,,15
a40723994f715420,,15
46c1530d7546ea6d,,15
2b5054a4192e9b06,,14
012094e90a4b908d,,14
2c04320e110a14a3,,14
71e36f33981ddb74,,14
6b6cd77fbc91b7a6,,14
fbb21a2f71f4d981,,14
aeff7b87a8e83ebb,,14
b8a8ff84233f0570,,14
2b52334fab158861,,14
245e6bf08b8d2955,,14
708345c9897fd7c5,,14
1174156c4a0eccaa,,14
17fb5a88180f9904,,14
24af96df0bafb925,,14
adb5f51c2e2ab13f,,14
a10c7515834240f3,,14
d512871626a5e588,,14
5b43cae640f2338a,,14
b96fc7a0ea7d4b45,,14
47d47155e89c8be7,,14
caa2e5b3fb1b2d4c,,14
137b0b2775701e11,,14
cc82685d9f49bc2c,,14
727bf2b86b19ad88,,14
132ec5e8c984adef,,14
02b74068fa98d8a4,,14
e34efcc824685332,,14
8ecf0356a3878811,,14
af58a74e4b2a23a0,,14
aa35446aab16017f,,14
a6454e329f872b78,,14
31e2e2d9cca3778f,,14
85b2176b3b194030,,14
86cbddb61ea78bb7,,14
f9705c362f070608,,14
830fb3967c74866d,,14
394f6d30cafc3edb,,14
a278db6b2b09cf9f,,14
3edcccc4f341fb1a,,14
95019eac1c0a052f,,14
fe44cc816576c652,,14
ac8e3949d284e9a9,,14
4c8b7540409da4ac,,14
2d1e337aaf341858,,14
0c7b9cf2b7662b65,,14
1b8187fa4bf6ab05,,14
923831a05c9f91f7,,14
dc6f688b82e42a5b,,14
6edacfd1f8ebb9eb,,14
3d76bc83c6b644c9,,14
a86972014275e072,,14
847935fc68707426,,14
ddc8340dabc8641b,,14
992974ba6a0536ea,,14
f72f61ad6a5f12ed,,14
3bc89353f7e3a3cc,,14
4881cc53f6c8892f,,14
2d88a31f325dfd3b,,14
f21effc079a2b38a,,14
4e812d32d64e2431,,14
52cf2a5933ec5d8f,,14
6bdd909329435e80,,14
e88fb1c9397cfb27,,14
00c4543ec6bd25b4,,14
1528279aec1f3dce,,14
081305e6df719dff,,14
e9906e2f0d189745,,14
c5cb9f885d8b3621,,14
6875c5657661b2fb,,14
08b2f71d93836313,,14
34c0d7c4ee5650af,,14
f0f38174a7e689a3,,14
6e44bcbeac7f4360,,14
1d6443ffba9dfd80,,14
76c84daa539426e2,,14
aba2db9afb1469c7,,14
4a1debca3135ff37,,14
6a31307a81e8f3a8,,14
92275cedf6d8ee15,,14
6fd646a334e6e133,,14
44a10f1ac8ce822e,,14
3fb15ace50d6142b,,14
047097293bb4d1c0,,14
024387ca4cafd5cc,,14
dd5bfa6cc2c0ecc3,,14
d195e7f4ed697350,,15
ffd54178acc9a6a5,,15
bb8245f52c7cce8f,,15
7ebfa6c1bee69e1e,,15
d24b829be2ca81c4,,15
05f7c6d9a4e582d3,,15
47271d8e08b5d31c,,15
7edc0527cf782e19,,15
3f69e667a67e54d9,,15
919e7cb2269a25d2,,15
1f329c2e7d7de8bd,,15
513271dadc1322ae,,15
a57b1dcbd6849222,,15
3b9a3b4624b7fd6d,,15
88c21fcd38e2486e,,15
3a11bb962ff45b78,,15
f6d967cdadc6fbd9,,15
6ffb36aaeff1c81e,,15
29c0025455f8c585,,15
65d034adf80834b7,,15
edb3097e71330040,,15
2f88b08bf0a0e367,,15
8585760646e3aa2a,,15
116a2fdc9a45bab0,,15
ce60436f52c5ee68,,15
d163dd6c352fbcd2,,15
4ce91d31c1e57c33,,15
fd8585283fc7d2d7,,15
c1afd71fc86bf682,,15
ba54932df84e8cea,,15
4aa03792b50f0b22,,15
d69dd8dac66f9f84,,15
af96613fdd793a3c,,15
caf4fe9311f1dc59,,15
cfeb1e1e0e695b58,,15
50b8f80311b31ede,,15
31001a1210623bd4,,15
d9c643fa1fc57bdb,,15
b53db2271c9624f7,,15
e656e280bc8edd56,,15
1c929cfd16b71907,,15
ad04ad9fc179fc5d,,15
0c27e6c3744fc14b,,15
0e0dcc3339602b28,,15
1b33663ad7b95fd8,,15
2a70769cdc6eb8b8,,15
ca71e72655bece85,,15
203b7f94b7d6115f,,15
56e4f9eab2e8e674,,15
c99761a700ade23f,,15
e7469e22b5bfb3e7,,15
dd047728de72ad62,,15
efc3768127714ec3,,15
d6670dfe3e7b42bd,,15
42d0d7c92b75fc1c,,15
e956d67c9bcc5809,,15
2dbb7ec08cdd7f3c,,15
9287e238d7c3b06e,,15
eac1a180047ad54e,,15
abeafe151a587d3b,,15
e28e330cbdf01126,,15
08db62f24627e71f,,15
99ff4cc6491e8f5c,,15
c7b5183f4d1d4efe,,15
e4c7f3487d17fd42,,15
209adad1015af86f,,15
8ec14b1576cb7cb5,,15
790ef197c8f236f5,,15
e98a4efa85070c2f,,15
0651062381f0636a,,15
961f18db4f138211,,15
d6361d16212664ed,,15
3bebf34ee9330cbd,,15
fd3a622648667296,,15
623e1a180426039b,,15
37c0cb19713d8dda,,15
bc2a85fd35fdc7bd,,15
de3f25248ba0789f,,15
590a9cccf7db9f7d,,15
d7d6d50c1e3d0b81,,15
b8736690cf263a3c,,15
9270575728a13a61,,15
796c87ddbbaaf8c5,,15
e4ac92d89b946781,,16
01d2001ac1e6f8a3,,16
842790dfaa937484,,16
3a6fb983e2554023,,16
f733e8c19d40ec2e,,16
8a380641491d43ed,,16
70ed59f194b3c556,,16
38d45839cb1c83c1,,16
bdf415fd484ea8a7,,16
74baabfc8fd84b38,,16
5ceb951f629700a2,,16
bee3672891cca906,,16
7b599c8bfcdd8d30,,16
8754c83ab2a7ae71,,16
7267864328ae8b9d,,16
09b6cc87e62c2c58,,16
fce19f9b4a943f22,,16
311c0dd0e354a33e,,16
7add3f8e49ec0826,,16
9e28048cea8d41f7,,16
9beb96a2300109d7,,16
f2df3bb043a8abb0,,16
2a97cffe61c3c4c7,,16
a6f99b9e687f9d46,,16
1c89ae5bb804e4de,,16
8d4eefad7a2b3915,,16
e4f74c16de34d440,,16
18ad3ed896c7ce05,,16
228f74b74f3a08ae,,16
7b75cc7f223791f4,,16
57e5a4d515c8ce44,,16
b6ee99bcf06fc91f,,16
460089f796fb3f82,,16
72f9d5be3472d34e,,16
fa9610a50a1bf149,,16
784bc2279baa878d,,16
3c346ab1e76ae1f6,,16
b757c0c361e689ce,,16
9ffa38d3b832433a,,16
11809b1d323b3057,,16
